,text,sentimen,clean_teks
5584,"Pelayanan ramah, kolam renangnya juga suka cocok buat anak, cuma tolong diperhatikan lagi takaran kaporitnya. Mata langsung merah kalau buka airnya kena mata.",positif,layan ramah kolam renang suka cocok anak tolong perhati takar kaporit mata langsung merah buka air kena mata
5585,"Hotel ini ada 2 gedung terpisah. Room Merdeka ada di gedung lama dan Condotel ada di gedung baru. Sebaiknya pilih yang condotel. Lokasi hotel dekat pintu perlintasan kereta, suara bel palang pintu kalau ada kereta lewat. Sarapan banyak variasi, rasa standard hotel. Air panas dan air dingin lancar. Check-in and check-out lancar. Parkir mobil luas.",positif,hotel gedung pisah room merdeka gedung condotel gedung pilih condotel lokasi hotel pintu lintas kereta suara bel palang pintu kereta sarap variasi standard hotel air panas air dingin lancar checkin and checkout lancar parkir mobil luas
5586,"Check in cepet, kebersihan kamar standard, kamar mandi cuma ada 2handuk besar dan handuk keset, tidak ada handuk kecil, plastik buat sanitary tidak tersedia. Breakfast nya lumayan, tapi jam 9.30 keju potongan sudah tidak di refill, sudah request tapi tidak dikabari kalau tidak akan di refill. hari ke 2 breakfast, penuh bener sampai duduk di lobby, antri nunggu piring bersih, refill buah dan makanan kurang cepet, dan begitu ada meja kosong terpaksa bersih bersih sendiri, kelamaan nunggu di bersihkan. Minta bantuan bell boy waktu check out lama, sampai angkat sendiri, seandai nya memang lagi ramai kita di kabari aja, kalau bellboy baru bisa nolongin sekian menit lagi, lebih ok dari pada nunggu tidak tentu.",positif,check in cepet bersih kamar standard kamar mandi handuk handuk keset handuk plastik sanitary sedia breakfast nya lumayan jam keju potong refill request kabar refill breakfast penuh bener duduk lobby antri nunggu piring bersih refill buah makan cepet meja kosong paksa bersih bersih nunggu sih bantu bell boy check out angkat anda nya ramai kabar aja bellboy nolongin sekian menit ok nunggu
5587,"Kebersihan kurang, towel sudah abu2 warnanya, kamar kurang terawat.",negatif,bersih towel abu warna kamar awat
5588,"Suasana hotel menyenangkan, penuh nuansa tradisional dengan gamelan sunda, angklung dan wayang. Anak saya yang penyuka budaya sangat senang disini. Kolam renang juga oke, fasilitas kolam air hangat membuat kami betah berenang. Kekurangannya di breakfast, kurang variatif dan rasanya juga terlalu biasa untuk hotel sekelas ini. Juga ada staf restoran dan pemain gamelan yang kurang ramah.",positif,suasana hotel senang penuh nuansa tradisional gamelan sunda angklung wayang anak suka budaya senang kolam renang oke fasilitas kolam air hangat betah renang kurang breakfast variatif hotel kelas staf restoran main gamelan ramah
5589,Sejauh ini ok. Perlu ditingkatkan tapi bagaimana menangani permintaan tamu. Hanya membuat tamu senang. Terima kasih,positif,ok tingkat tangan minta tamu tamu senang terima kasih
5590,"Ros condo koq kecil ya, padahal ukuran 42m2, penataan kurang cozzy, overall OK lah.",positif,ros condo koq ya ukur m tata cozzy overall ok
5591,Pelayanan eL Hotel Royale Bandung kurang ramah dibandingkan el hotel ydi kota lain.,positif,layan el hotel royale bandung ramah banding el hotel ydi kota
5592,Saat check in jam 14.30 saja masih progress kamar condotel alasannya sdh di book sama group. Dimana mana harusnya personal diutamakan dong. Wah kecewa nih awal2 sdh spt ini dan check out max jam 12. Stlh komplain br dikasih jam 1. Tp kondisi kamar sih ok lumayan dan kolam renangnya bagus. Tlg,positif,check in jam progress kamar condotel alas sdh book group mana personal utama kecewa nih sdh spt check out max jam stlh komplain br kasih jam tp kondisi kamar sih ok lumayan kolam renang bagus tlg
5593,"Check-in lancar, kamar di-upgrade ke executive karena bawa bayi, sampai kamar gede banget ada sofa letter L, tapi shower tidak nyala, hairdryer juga. Teh dan coffee masih bekas guest sebelumnya. Teleponnya jadul amat. Breakfast penuh banget kaya di pasar, kolam renang oke karena air hangat, untuk bayi enak.",positif,checkin lancar kamar diupgrade executive bawa bayi kamar gede banget sofa letter l shower nyala hairdryer teh coffee bekas guest telepon jadul breakfast penuh banget kaya pasar kolam renang oke air hangat bayi enak
5594,"Lokasi ok, bisa jalan kaki kemana mana",positif,lokasi ok jalan kaki mana
5595,Hotel baik tapi wifi di ruangan itu tidak begitu cepat,positif,hotel wifi ruang cepat
5596,"Ruangan secara keseluruhan oke, tapi sarapannya karena dapet yang di area kolam renang banyak lalat.",positif,ruang oke sarap dapet area kolam renang lalat
5597,"Proses check in lama, tipe kamar yang saya mau nggak ada padahal disuruh nunggu lama, akhirnya setelah komplain baru diupgrade. Ranjang kurang nyaman, sprei kurang bersih. Makanan standart aja. Kalo disuruh balik lagi, saya nggak mau.",negatif,proses check in tipe kamar nggak suruh nunggu komplain diupgrade ranjang nyaman sprei bersih makan standart aja kalo suruh nggak
5598,Sesuai Harapan. Terima kasih management El Royal.,netral,sesuai harap terima kasih management el royal
5599,"Suka sama type kamarnya menghadap ke luar sehingga bisa lihat pemandangan, makanan nya lumayan enak. Bagian lantai kamar kotor apalagi bawah kasur kotor banget, dan air kolam renang keruh banget.",positif,suka type kamar hadap lihat pandang makan nya lumayan enak lantai kamar kotor kasur kotor banget air kolam renang keruh banget
5600,"Hotel sudah tua, saya kebetulan dapat kamar yang lama dengan kondisi karpet dan kamar dengan pemandangan kurang ok. Sarapan tersedia di ruang yang sempit karena kebetulan sedang banyak venue sehingga tamu membludak. Tidak recommended untuk liburan bersama keluarga",positif,hotel tua kamar kondisi karpet kamar pandang ok sarap sedia ruang sempit venue tamu membludak recommended libur keluarga
5601,"Atap hotel terlalu rendah, cat tembok banyak yg rusak, seprei ada yg robek, bau lembab, ruangnya cukup luas.",netral,atap hotel rendah cat tembok yg rusak seprei yg robek bau lembab ruang luas
5602,"Kami sangat suka tinggal di sini karena ruangannya persis seperti foto. Sarapan cukup baik, layanannya luar biasa. Hotel ini sangat penuh.",positif,suka tinggal ruang persis foto sarap layan hotel penuh
5603,"Bagus banget, harga standar, tapi kamarnya bersih, ada bathubnya, karyawannya juga ramah. Ada kolam renang air hangatnya jadi untuk anak-anak enak tidak khawatir masuk angin.",positif,bagus banget harga standar kamar bersih bathubnya karyawannya ramah kolam renang air hangat anakanak enak khawatir masuk angin
5604,"Kebetulan menginap yang terakhir saya dapat kamar jadul namun sudah di renov sehingga tidak terasa jadul, semuanya bersih dan nyaman selama berada di kamar, juga sarapan paginya bervariasi banget dan enak, rekomen buat teman yg mau menginap di bandung",positif,inap kamar jadul renov jadul bersih nyaman kamar sarap pagi variasi banget enak rekomen teman yg inap bandung
5605,"Nyaman, akses kemana-mana juga tidak susah, recommended.",positif,nyaman akses kemanamana susah recommended
5606,"Enak, bersih, nyaman. Lokasi juga lumayan strategis.",positif,enak bersih nyaman lokasi lumayan strategis
5607,"cukup memuaskan, tapi sayang lift parkir dan menuju ke room musti gaanti lg, handuk juga sudah usang",positif,muas sayang lift parkir room musti gaanti lg handuk usang
5608,"Kritik dan Saran dari saya, tolong untuk minuman dari tempat breakfast kiranya Boleh dong diBawa ke area Kolam Renang. Karena kemaren saya dilarang dengan alasan saya diarahkan untuk Ternyata Membeli kopi di area kolam renang tersebut. Sungguh disayangkan. Hanya karena mengejar jualan, tp Tamu malah jadi tidak Nyaman. 🤦 ‍ ♂.",negatif,kritik saran tolong minum breakfast bawa area kolam renang kemaren larang alas arah beli kopi area kolam renang sungguh sayang kejar jual tp tamu nyaman
5609,"Biasa saja, sebagai standart hotel.",negatif,standart hotel
5610,"karena musim liburan hotel ini hampir penuh buku, karena saya alergi dengan asap, saya sudah menyatakan permintaan khusus saya untuk kamar bebas rokok, tetapi mereka memberi saya ruang merokok. Saya menghubungi operator layanan kamar, dia mengatakan bahwa Pelanggan dapat meminta apa pun tetapi hotel memutuskan untuk memenuhi atau tidak. juga dia meminta saya untuk menelepon lagi besok untuk permintaan saya untuk mengubah kamar menjadi kamar bebas rokok. rasanya mengerikan untuk hotel bintang 4 memperlakukan pelanggan mereka, merasa seperti saya perlu meminta sesuatu yang saya bayar. Tentu saja saya tidak akan menyatakan permintaan khusus saya jika saya tidak membutuhkannya, dan meminta kamar bebas rokok itu sangat umum. selain itu Saya masih belum mendapatkan kamar bebas rokok di hari 1, tetapi hari berikutnya mereka memberi saya kamar bebas rokok. hotel perlu melatih staf mereka agar lebih membantu dan sopan dengan pelanggan.",positif,musim libur hotel penuh buku alergi asap minta khusus kamar bebas rokok ruang rokok hubung operator layan kamar langgan hotel putus penuh telepon besok minta ubah kamar kamar bebas rokok keri hotel bintang laku langgan bayar minta khusus butuh kamar bebas rokok kamar bebas rokok kamar bebas rokok hotel latih staf bantu sopan langgan
5611,"Kamar mandi sangat old fashioned, interior juga sudah model lama tapi kebersihan cukup baik. makanan utk kelas hotel bintang 4 tdk terlalu istimewa. Butuh waktu lama utk keluar dari area parkir krn petugas pintu parkir hanya 1 orang sementara keluarnya bersamaan dgn waktu cek out.",positif,kamar mandi old fashioned interior model bersih makan utk kelas hotel bintang tdk istimewa butuh utk area parkir krn tugas pintu parkir orang keluar sama dgn cek out
5612,Hotel tua. Bau tempat tidur Model kamarnya tidak bagus.,negatif,hotel tua bau tidur model kamar bagus
5613,"Untuk hotel lawas, masih oke. Terutama kolam renangnya",positif,hotel lawas oke kolam renang
5614,"Secara keseluruhan pengalaman, rasanya enak menginap di Grand Royal Panghegar. Hal terbaik: sarapan sangat hebat: lezat dan bervariasi. Yang kurang: saya tinggal di gedung tua. Mereka harus mengubah interior bangunan tua sehingga tidak terasa ketinggalan jaman. Bahkan tirai itu terasa seperti telah digunakan selama beberapa dekade.",positif,alam enak inap grand royal panghegar baik sarap hebat lezat variasi tinggal gedung tua ubah interior bangun tua tinggal jaman tirai dekade
5615,"Alat mandi dan sikat gigi hanya ada satu, terlalu banyak aturan.",positif,alat mandi sikat gigi atur
5616,Semuanya oke. Cuma kamarnya di aplikasi tertera 1 ranjang twin ternyata kasur kecil dijadiin 1: (.,negatif,oke kamar aplikasi tera ranjang twin kasur dijadiin
5617,Check innya molor lebih dari setengah jam. Seharusnya jam 14.00 sudah bisa masuk.,positif,check innya molor jam jam masuk
5618,Saya booking kamar dan kamar yang saya dapatkan tidak sesuai dengan yang saya booking.,netral,booking kamar kamar dapat sesuai booking
5619,"Anak-anak senang menginap di sini, kolam renang air panas untuk balita dan lokasi strategis.",positif,anakanak senang inap kolam renang air panas balita lokasi strategis
5620,Pelayanan yang bagus dan cepat tanggap dalam melayani komplain.,positif,layan bagus cepat tanggap layan komplain
5621,Ini kedua kalinya saya datang. Mengecewakan saat breakfast nya. Serasa makan saat kondangan.,negatif,kali kecewa breakfast nya serasa makan kondangan
5622,"Rata-rata kebersihan ok, pelayanannya juga baik, kalau ada satu dua hotel yg kurang baik, itu rasanya karena sop masing hotel tdk berjalan, misalnya reseptionisnya ada tamu asik bertelepon dan sementara kita menunggu terus dan yg lainnya juga tidak mau bekerja sama ini yg membuat jengkel. Demikian, terima kasih.",positif,ratarata bersih ok layan hotel yg sop hotel tdk jalan reseptionisnya tamu asik telepon tunggu yg yg jengkel terima kasih
5623,Salah satu alasan saya menginap di panghegar karena air kolam renang yg hangat. Kalau tau saat itu sedang rusak / tidak hangat saya tidak akan menginap di panghegar.,positif,salah alas inap panghegar air kolam renang yg hangat tau rusak hangat inap panghegar
5624,"Sebelumnya saya cukup puas di hotel ini, ini pengalaman menginap ketiga saya di hotel ini. Mohon perbaiki ketersediaan kamarnya, hotelnya kan ngga 24 jam stay, seharusnya jam 2 sudah ada kamar yang sudah bisa di tempati. Untuk sarapan, terima kasih masih tetap membuat saya kagum akan rasa dan variannya. Terima kasih.",positif,puas hotel alam inap tiga hotel mohon baik sedia kamar hotel ngga jam stay jam kamar tempat sarap terima kasih kagum varian terima kasih
5625,Hotel oke pelayanan juga oke. Cuma hati-hati kalau ada yang ketinggalan barang karena karyawan yang membersihkan kamar tidak jujur. Saya ketinggalan celana adidas dan yakin sekali tertinggal di kamar karena setelah unpacking memang tidak ditemukan. Sudah mengajukan aduan ke bag terkait namun dibilang tidak ada.,positif,hotel oke layan oke hatihati tinggal barang karyawan bersih kamar jujur tinggal celana adidas tinggal kamar unpacking temu aju adu bag kait bilang
5626,"Kamarnya bersih. Namun sayang malam hari kami sudah terima surat pemberitahuan soal check out besok siang jadi kurang nyaman, padahal kami baru check in siang hari. Next time tidak perlu diberikan surat pemberitahuan check out sebelum waktunya.",negatif,kamar bersih sayang malam terima surat pemberitahuan check out besok siang nyaman check in siang next time surat pemberitahuan check out
5627,"Check in lama dan kamar yang dikasih awalnya tidak sesuai yang kita minta. Kita udah request smooking room dikasih non smooking dengan alasan abis. Setelah ngotot baru dikasih, padahal kita pesan lebih dari satu kamar karena kita rombongan.",positif,check in kamar kasih sesuai udah request smooking room kasih non smooking alas abis ngotot kasih pesan kamar rombong
5628,Strategis buat kuliner dan belanja,netral,strategis kuliner belanja
5629,Pengalaman hotel yang luar biasa dan layanan yang sangat baik.,positif,alam hotel layan
